Subject,Code,Code Description,Year,Code Type
Math,7.G.B.6,"Solve real-world and mathematical problems involving area, volume and surface area of two- and three-dimensional objects composed of triangles, quadrilaterals, polygons, cubes, and right prisms.",7,Geometry
Math,7.SP.A.1,Understand that statistics can be used to gain information about a population by examining a sample of the population; generalizations about a population from a sample are valid only if the sample is representative of that population. Understand that random sampling tends to produce representative samples and support valid inferences.,7,Statistics & Probability
Math,7.SP.A.2,"Use data from a random sample to draw inferences about a population with an unknown characteristic of interest. Generate multiple samples (or simulated samples) of the same size to gauge the variation in estimates or predictions. For example, estimate the mean word length in a book by randomly sampling words from the book; predict the winner of a school election based on randomly sampled survey data. Gauge how far off the estimate or prediction might be.",7,Statistics & Probability
Math,7.SP.B.3,"Informally assess the degree of visual overlap of two numerical data distributions with similar variabilities, measuring the difference between the centers by expressing it as a multiple of a measure of variability. For example, the mean height of players on the basketball team is 10 cm greater than the mean height of players on the soccer team, about twice the variability (mean absolute deviation) on either team; on a dot plot, the separation between the two distributions of heights is noticeable.",7,Statistics & Probability
Math,7.SP.B.4,"Use measures of center and measures of variability for numerical data from random samples to draw informal comparative inferences about two populations. For example, decide whether the words in a chapter of a seventh-grade science book are generally longer than the words in a chapter of a fourth-grade science book.",7,Statistics & Probability
Math,7.SP.C.5,"Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring. Larger numbers indicate greater likelihood. A probability near 0 indicates an unlikely event, a probability around 1/2 indicates an event that is neither unlikely nor likely, and a probability near 1 indicates a likely event.",7,Statistics & Probability
Math,7.SP.C.6,"Approximate the probability of a chance event by collecting data on the chance process that produces it and observing its long-run relative frequency, and predict the approximate relative frequency given the probability. For example, when rolling a number cube 600 times, predict that a 3 or 6 would be rolled roughly 200 times, but probably not exactly 200 times.",7,Statistics & Probability
Math,7.SP.C.7,"Develop a probability model and use it to find probabilities of events. Compare probabilities from a model to observed frequencies; if the agreement is not good, explain possible sources of the discrepancy.",7,Statistics & Probability
Math,7.SP.C.8,"Find probabilities of compound events using organized lists, tables, tree diagrams, and simulation.",7,Statistics & Probability
Science,RST.7.1,Cite specific textual evidence to support analysis of science and technical texts.,7,Key Ideas and Details
Science,RST.7.2,Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.,7,Key Ideas and Details
Science,RST.7.3,"Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks.",7,Key Ideas and Details
Science,RST.7.4,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6–8 texts and topics.",7,Craft and Structure
Science,RST.7.5,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic.",7,Craft and Structure
Science,RST.7.6,"Analyze the author’s purpose in providing an explanation, describing a procedure, or discussing an experiment in a text.",7,Craft and Structure
Science,RST.7.7,"Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).",7,Integration of Knowledge and Ideas
Science,RST.7.8,"Distinguish among facts, reasoned judgment based on research findings, and speculation in a text.",7,Integration of Knowledge and Ideas
Science,RST.7.9,"Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.",7,Integration of Knowledge and Ideas
Science,RST.7.10,"By the end of grade 8, read and comprehend science/technical texts in the grades 6–8 text complexity band independently and proficiently.",7,Range of Reading and Level of Text Complexity
Reading,SL.7.1,"Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on grade 7 topics, texts, and issues, building on others’ ideas and expressing their own clearly.",7,Speaking and Listening Comprehension and Collaboration
Reading,SL.7.1a,"Come to discussions prepared, having read or researched material under study; explicitly draw on that preparation by referring to evidence on the topic, text, or issue to probe and reflect on ideas under discussion.",7,Speaking and Listening Comprehension and Collaboration
Reading,SL.7.1b,"Follow rules for collegial discussions, track progress toward specific goals and deadlines, and define individual roles as needed.",7,Speaking and Listening Comprehension and Collaboration
Reading,SL.7.1c,Pose questions that elicit elaboration and respond to others’ questions and comments with relevant observations and ideas that bring the discussion back on topic as needed.,7,Speaking and Listening Comprehension and Collaboration
Reading,SL.7.1d,"Acknowledge new information expressed by others and, when warranted, modify their own views.",7,Speaking and Listening Comprehension and Collaboration
Reading,SL.7.2. SL.7.2. SL.7.2. SL.7.2. SL.7.2. ,"Analyze the main ideas and supporting details presented in diverse media and formats (e.g., visually, quantitatively, orally) and explain how the ideas clarify a topic, text, or issue under study.",7,Speaking and Listening Comprehension and Collaboration
Reading,SL.7.3. SL.7.3. SL.7.3. SL.7.3. SL.7.3. ,"Delineate a speaker’s argument and specific claims, evaluating the soundness of the reasoning and the relevance and sufficiency of the evidence.",7,Speaking and Listening Comprehension and Collaboration
Reading,RL.7.1,Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,7,Key Ideas and Details
Reading,RL.7.2,Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.,7,Key Ideas and Details
Reading,RL.7.3,"Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events).",7,Key Ideas and Details
Reading,RL.7.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone.",7,Craft and Structure
Reading,RL.7.5,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas.",7,Craft and Structure
Reading,RL.7.6,Determine an author’s point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.,7,Craft and Structure
Reading,RL.7.7,"Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium’s portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words).",7,Integration of Knowledge and Ideas
Reading,RL.7.8,"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims.",7,Integration of Knowledge and Ideas
Reading,RL.7.9,Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.,7,Integration of Knowledge and Ideas
Reading,RL.7.10,"By the end of the year, read and comprehend literary nonfiction in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",7,Range of Reading and Level of Text Complexity
Reading,RI.7.1,Cite several pieces of textual evidence to support analysis of what the text says explicitly as well as inferences drawn from the text.,7,Key Ideas and Details
Reading,RI.7.2,Determine two or more central ideas in a text and analyze their development over the course of the text; provide an objective summary of the text.,7,Key Ideas and Details
Reading,RI.7.3,"Analyze the interactions between individuals, events, and ideas in a text (e.g., how ideas influence individuals or events, or how individuals influence ideas or events).",7,Key Ideas and Details
Reading,RI.7.4,"Determine the meaning of words and phrases as they are used in a text, including figurative, connotative, and technical meanings; analyze the impact of a specific word choice on meaning and tone.",7,Craft and Structure
Reading,RI.7.5,"Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to the development of the ideas.",7,Craft and Structure
Reading,RI.7.6,Determine an author’s point of view or purpose in a text and analyze how the author distinguishes his or her position from that of others.,7,Craft and Structure
Reading,RI.7.7,"Compare and contrast a text to an audio, video, or multimedia version of the text, analyzing each medium’s portrayal of the subject (e.g., how the delivery of a speech affects the impact of the words).",7,Integration of Knowledge and Ideas
Reading,RI.7.8,"Trace and evaluate the argument and specific claims in a text, assessing whether the reasoning is sound and the evidence is relevant and sufficient to support the claims.",7,Integration of Knowledge and Ideas
Reading,RI.7.9,Analyze how two or more authors writing about the same topic shape their presentations of key information by emphasizing different evidence or advancing different interpretations of facts.,7,Integration of Knowledge and Ideas
Reading,RI.7.10,"By the end of the year, read and comprehend literary nonfiction in the grades 6–8 text complexity band proficiently, with scaffolding as needed at the high end of the range.",7,Range of Reading and Level of Text Complexity
Writing,SL.7.4,"Present claims and findings, emphasizing salient points in a focused, coherent manner with pertinent descriptions, facts, details, and examples; use appropriate eye contact, adequate volume, and clear pronunciation.",7,Speaking and Listening Presentation of Knowledge and Ideas
Writing,SL.7.5,Include multimedia components and visual displays in presentations to clarify claims and findings and emphasize salient points.,7,Speaking and Listening Presentation of Knowledge and Ideas
Writing,SL.7.6,"Adapt speech to a variety of contexts and tasks, demonstrating command of formal English when indicated or appropriate.",7,Speaking and Listening Presentation of Knowledge and Ideas
Writing,WHST.7.1,Write arguments focused on discipline-specific content.Write arguments focused on discipline-specific content.Write arguments focused on discipline-specific content.,7,Text Types and Purposes
Writing,WHST.7.1a,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",7,Text Types and Purposes
Writing,WHST.7.1b,"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.",7,Text Types and Purposes
Writing,WHST.7.1c,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",7,Text Types and Purposes
Writing,WHST.7.1d,Establish and maintain a formal style.,7,Text Types and Purposes
Writing,WHST.7.1e,Provide a concluding statement or section that follows from and supports the argument presented.,7,Text Types and Purposes
Writing,WHST.7.2,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.",7,Text Types and Purposes
Writing,WHST.7.2a,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",7,Text Types and Purposes
Writing,WHST.7.2b,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",7,Text Types and Purposes
Writing,WHST.7.2c,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.,7,Text Types and Purposes
Writing,WHST.7.2d,Use precise language and domain-specific vocabulary to inform about or explain the topic.,7,Text Types and Purposes
Writing,WHST.7.2e,Establish and maintain a formal style and objective tone.,7,Text Types and Purposes
Writing,WHST.7.2f,Provide a concluding statement or section that follows from and supports the information or explanation presented.,7,Text Types and Purposes
Writing,WHST.7.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",7,Production and Distribution of Writing
Writing,WHST.7.5,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",7,Production and Distribution of Writing
Writing,WHST.7.6,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently.",7,Production and Distribution of Writing
Writing,WHST.7.7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",7,Research to Build and Present Knowledge
Writing,WHST.7.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",7,Research to Build and Present Knowledge
Writing,WHST.7.9,"Draw evidence from informational texts to support analysis reflection, and research.",7,Research to Build and Present Knowledge
Writing,WHST.7.10,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",7,Range of Writing
Social Studies,WHST.7.1a,Write arguments focused on discipline-specific content.Write arguments focused on discipline-specific content.,7,Arguments
Social Studies,WHST.7.1b,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",7,Arguments
Social Studies,WHST.7.1c,"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.",7,Arguments
Social Studies,WHST.7.1d,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",7,Arguments
Social Studies,WHST.7.1e,Establish and maintain a formal style.,7,Arguments
Social Studies,WHST.7.1f,Provide a concluding statement or section that follows from and supports the argument presented.,7,Arguments
Social Studies, WHST.7.2. ,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.",7,Informational
Social Studies, WHST.7.2a ,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",7,Informational
Social Studies, WHST.7.2b ,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",7,Informational
Social Studies, WHST.7.2c ,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.,7,Informational
Social Studies, WHST.7.2d ,Use precise language and domain-specific vocabulary to inform about or explain the topic.,7,Informational
Social Studies, WHST.7.2e ,Establish and maintain a formal style and objective tone.,7,Informational
Social Studies, WHST.7.2f ,Provide a concluding statement or section that follows from and supports the information or explanation presented.,7,Informational
Social Studies,WHST.7.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",7,Genre
Social Studies,WHST.7.5 ,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",7,Process
Social Studies,RH.7.1,Cite specific textual evidence to support analysis of primary and secondary sources.,7,Key Ideas and Details
Social Studies,RH.7.2,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.,7,Key Ideas and Details
Social Studies,RH.7.3,"Identify key steps in a text’s description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered).",7,Key Ideas and Details
Social Studies,RH.7.4,"Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies.",7,Craft and Structure
Social Studies,RH.7.5,"Describe how a text presents information (e.g., sequentially, comparatively, causally).",7,Craft and Structure
Social Studies,RH.7.6,"Identify aspects of a text that reveal an author’s point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts).",7,Craft and Structure
Social Studies,RH.7.7,"Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts.",7,Integration of Knowledge and Ideas
Social Studies,RH.7.8,"Distinguish among fact, opinion, and reasoned judgment in a text.",7,Integration of Knowledge and Ideas
Social Studies,RH.7.9,Analyze the relationship between a primary and secondary source on the same topic.,7,Integration of Knowledge and Ideas
Social Studies,RH.7.10,"By the end of grade 8, read and comprehend history/social studies texts in the grades 6–8 text complexity band independently and proficiently.",7,Range of Reading and Level of Text Complexity
