Subject,Code,Code Description,Year,Code Type
Math,8.G.B.7,Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.,8,Geometry
Math,8.G.B.8,Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.,8,Geometry
Math,8.G.C.9,"Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems.",8,Geometry
Math,8.SP.A.1,"Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.",8,Statistics & Probability
Math,8.SP.A.2,"Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line.",8,Statistics & Probability
Math,8.SP.A.3,"Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height.",8,Statistics & Probability
Math,8.SP.A.4,"Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?",8,Statistics & Probability
Science,RST.8.1,Cite specific textual evidence to support analysis of science and technical texts.,8,Key Ideas and Details
Science,RST.8.2,Determine the central ideas or conclusions of a text; provide an accurate summary of the text distinct from prior knowledge or opinions.,8,Key Ideas and Details
Science,RST.8.3,"Follow precisely a multistep procedure when carrying out experiments, taking measurements, or performing technical tasks.",8,Key Ideas and Details
Science,RST.8.4,"Determine the meaning of symbols, key terms, and other domain-specific words and phrases as they are used in a specific scientific or technical context relevant to grades 6–8 texts and topics.",8,Craft and Structure
Science,RST.8.5," Analyze the structure an author uses to organize a text, including how the major sections contribute to the whole and to an understanding of the topic.",8,Craft and Structure
Science,RST.8.6,"Analyze the author’s purpose in providing an explanation, describing a procedure, or discussing an experiment in a text.",8,Craft and Structure
Science,RST.8.7,"Integrate quantitative or technical information expressed in words in a text with a version of that information expressed visually (e.g., in a flowchart, diagram, model, graph, or table).",8,Integration of Knowledge and Ideas
Science,RST.8.8,"Distinguish among facts, reasoned judgment based on research findings, and speculation in a text.",8,Integration of Knowledge and Ideas
Science,RST.8.9,"Compare and contrast the information gained from experiments, simulations, video, or multimedia sources with that gained from reading a text on the same topic.",8,Integration of Knowledge and Ideas
Science,RST.8.10,"By the end of grade 8, read and comprehend science/technical texts in the grades 6–8 text complexity band independently and proficiently.",8,Range of Reading and Level of Text Complexity
Reading,RL.8.1,Cite the textual evidence that most strongly supports an analysis of what the text says explicitly as well as inferences drawn from the text.,8,Key Ideas and Details
Reading,RL.8.2,"Determine a theme or central idea of a text and analyze its development over the course of the text, including its relationship to the characters, setting, and plot; provide an objective summary of the text.",8,Key Ideas and Details
Reading,RL.8.3,"Analyze how particular lines of dialogue or incidents in a story or drama propel the action, reveal aspects of a character, or provoke a decision.",8,Key Ideas and Details
Reading,RL.8.4,"Determine the meaning of words and phrases as they are used in a text, including figurative and connotative meanings; analyze the impact of specific word choices on meaning and tone, including analogies or allusions to other texts.",8,Craft and Structure
Reading,RL.8.5,Compare and contrast the structure of two or more texts and analyze how the differing structure of each text contributes to its meaning and style.,8,Craft and Structure
Reading,RL.8.6,"Analyze how differences in the points of view of the characters and the audience or reader (e.g., created through the use of dramatic irony) create such effects as suspense or humor.",8,Craft and Structure
Reading,RL.8.7,"Analyze the extent to which a filmed or live production of a story or drama stays faithful to or departs from the text or script, evaluating the choices made by the director or actors.",8,Integration of Knowledge and Ideas
Reading,RL.8.9,"Analyze how a modern work of fiction draws on themes, patterns of events, or character types from myths, traditional stories, or religious works such as the Bible, including describing how the material is rendered new.",8,Integration of Knowledge and Ideas
Reading,RL.8.10,"By the end of the year, read and comprehend literature, including stories, dramas, and poems, at the high end of grades 6-8 text complexity band independently and proficiently.",8,Range of Reading and Level of Text Complexity
Writing,W.8.1,Write arguments to support claims with clear reasons and relevant evidence,8,Text Types & Purposes
Writing,W.8.2,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content.",8,Text Types & Purposes
Writing,W.8.3,"Write narratives to develop real or imagined experiences or events using effective technique, relevant descriptive details, and well-structured event sequences.",8,Text Types & Purposes
Writing,W.8.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience. (Grade-specific expectations for writing types are defined in standards 1-3 above.)",8,Production and Distribution of Writing
Writing,W.8.5,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed. (Editing for conventions should demonstrate command of Language standards 1-3 up to and including grade 8 here.)",8,Production and Distribution of Writing
Writing,W.8.6,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas efficiently as well as to interact and collaborate with others.",8,Production and Distribution of Writing
Writing,W.8.7,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration.",8,Research to Build & Present Knowledge
Writing,W.8.8,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation.",8,Research to Build & Present Knowledge
Writing,W.8.9,"Draw evidence from literary or informational texts to support analysis, reflection, and research.",8,Research to Build & Present Knowledge
Writing,W.8.10,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences.",8,Range of Writing
Social Studies,RH.8.1,Cite specific textual evidence to support analysis of primary and secondary sources.,8,Key Ideas and Details
Social Studies,RH.8.2,Determine the central ideas or information of a primary or secondary source; provide an accurate summary of the source distinct from prior knowledge or opinions.,8,Key Ideas and Details
Social Studies,RH.8.3,"Identify key steps in a text’s description of a process related to history/social studies (e.g., how a bill becomes law, how interest rates are raised or lowered).",8,Key Ideas and Details
Social Studies,RH.8.4,"Determine the meaning of words and phrases as they are used in a text, including vocabulary specific to domains related to history/social studies.",8,Craft and Structure
Social Studies,RH.8.5,"Describe how a text presents information (e.g., sequentially, comparatively, causally).",8,Craft and Structure
Social Studies,RH.8.6,"Identify aspects of a text that reveal an author’s point of view or purpose (e.g., loaded language, inclusion or avoidance of particular facts).",8,Craft and Structure
Social Studies,RH.8.7,"Integrate visual information (e.g., in charts, graphs, photographs, videos, or maps) with other information in print and digital texts.",8,Integration of Knowledge and Ideas
Social Studies,RH.8.8,"Distinguish among fact, opinion, and reasoned judgment in a text.",8,Integration of Knowledge and Ideas
Social Studies,RH.8.9,Analyze the relationship between a primary and secondary source on the same topic.,8,Integration of Knowledge and Ideas
Social Studies,RH.8.10,"By the end of grade 8, read and comprehend history/social studies texts in the grades 6–8 text complexity band independently and proficiently.",8,Range of Reading and Level of Text Complexity
Social Studies,WHST.8.1a,Write arguments focused on discipline-specific content.Write arguments focused on discipline-specific content.,8,Arguments
Social Studies,WHST.8.1b,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically.",8,Arguments
Social Studies,WHST.8.1c,"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources.",8,Arguments
Social Studies,WHST.8.1d,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence.",8,Arguments
Social Studies,WHST.8.1e,Establish and maintain a formal style.,8,Arguments
Social Studies,WHST.8.1f,Provide a concluding statement or section that follows from and supports the argument presented.,8,Arguments
Social Studies,WHST.8.2. ,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes.",8,Informational
Social Studies,WHST.8.2a ,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension.",8,Informational
Social Studies,WHST.8.2b ,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples.",8,Informational
Social Studies,WHST.8.2c ,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.,8,Informational
Social Studies,WHST.8.2d ,Use precise language and domain-specific vocabulary to inform about or explain the topic.,8,Informational
Social Studies,WHST.8.2e ,Establish and maintain a formal style and objective tone.,8,Informational
Social Studies,WHST.8.2f ,Provide a concluding statement or section that follows from and supports the information or explanation presented.,8,Informational
Social Studies,WHST.8.4,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience.",8,Genre
Social Studies,WHST.8.5 ,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed.",8,Process
